RegionId,Volume,Surface Area,Aspect Ratio,Min Point,Max Point
263,1.3247931237626591,6.699623599028494,0.5217657166719912,"[3.7003400325775146, 12.104000091552734, 53.194400787353516]","[4.592820167541504, 13.814499855041504, 55.08660125732422]"
264,1.3413982878833848,6.570842334520729,1.1099594937333939,"[30.000499725341797, 24.453899383544922, 20.52630043029785]","[31.543899536132812, 25.84440040588379, 22.098100662231445]"
265,1.5738702623984302,7.162918639383503,0.5469250515840379,"[36.60110092163086, 0.983951985836029, 35.08209991455078]","[37.49980163574219, 2.6271400451660156, 36.8828010559082]"
266,1.5858495940076147,7.638535785183137,0.40880205192457103,"[34.20029830932617, 16.42690086364746, 61.849700927734375]","[34.89979934692383, 18.13800048828125, 63.849998474121094]"
267,1.3235882546955584,6.353476345865353,0.8623707258840583,"[32.2494010925293, 27.148700714111328, 20.731800079345703]","[33.599700927734375, 28.714500427246094, 22.190500259399414]"
268,1.585332309990289,7.028556152128301,0.6635106690355922,"[5.900320053100586, 11.682299613952637, 49.022701263427734]","[6.898970127105713, 13.187399864196777, 50.689998626708984]"
269,1.3975655425471918,6.5083914554219655,1.9644247345910795,"[39.025901794433594, 7.09099006652832, 24.722700119018555]","[40.985198974609375, 8.088379859924316, 25.99340057373047]"
270,1.4108487559261753,6.666350299439655,0.6250472741640694,"[8.825570106506348, 3.9023399353027344, 47.5802001953125]","[9.899720191955566, 5.620850086212158, 49.099300384521484]"
271,1.382349332057756,6.525267868176338,1.0344662626077377,"[4.100480079650879, 9.828789710998535, 21.172700881958008]","[5.563640117645264, 11.243200302124023, 22.647600173950195]"
272,1.3662696388182836,6.372666018034284,1.2644198021748356,"[27.647199630737305, 0.5879579782485962, 44.463199615478516]","[29.199100494384766, 1.8153200149536133, 45.9114990234375]"
273,1.4997491652181383,6.644552303363699,1.3254394865835974,"[3.301529884338379, 3.4292900562286377, 36.059898376464844]","[4.876430034637451, 4.617499828338623, 37.568199157714844]"
274,1.4201473695308695,6.356837991802839,1.171282635917395,"[7.703239917755127, 8.549480438232422, 53.5463981628418]","[9.09751033782959, 9.739859580993652, 54.93050003051758]"
275,1.2418733852601411,6.029692486742002,1.8410960397568799,"[51.61750030517578, 15.824199676513672, 46.493900299072266]","[53.55009841918945, 16.873899459838867, 47.759700775146484]"
276,1.4860314207831156,6.687971127350503,1.436994041485092,"[26.40180015563965, 0.5052700042724609, 43.370601654052734]","[27.98349952697754, 1.605970025062561, 44.86309814453125]"
277,1.244329689767353,6.143294923571481,0.8389146168893573,"[14.700599670410156, 23.399700164794922, 32.47949981689453]","[16.06089973449707, 25.02120018005371, 33.71799850463867]"
278,1.3123799005784726,6.283948353808869,1.2021860128633877,"[14.800999641418457, 27.411300659179688, 35.45880126953125]","[16.36359977722168, 28.71109962463379, 36.76689910888672]"
279,0.8024116604438783,6.738378219618455,0.8482142125477216,"[0.05119580030441284, 4.346189975738525, 35.102298736572266]","[1.2851099967956543, 5.800909996032715, 36.799598693847656]"
280,1.438108524791289,6.435965461689525,0.9442953674677813,"[5.006680011749268, 22.11090087890625, 52.750099182128906]","[6.29941987991333, 23.479900360107422, 54.1156005859375]"
281,1.408815090202776,6.478939818254325,0.6328133940524565,"[36.30039978027344, 8.737669944763184, 36.1151008605957]","[37.29710006713867, 10.312700271606445, 37.68199920654297]"
282,1.2708478711572733,6.0580196065304435,1.6736785125319436,"[20.016799926757812, 19.430400848388672, 57.342098236083984]","[21.791900634765625, 20.490999221801758, 58.53089904785156]"
283,1.1697025455959014,5.94977504144449,1.2024134054349083,"[45.35319900512695, 19.615800857543945, 59.03049850463867]","[46.89950180053711, 20.90180015563965, 60.399600982666016]"
284,1.26615709268741,6.099767264012944,0.645308053592589,"[45.500301361083984, 25.46500015258789, 21.883899688720703]","[46.49639892578125, 27.00860023498535, 23.387399673461914]"
285,1.2828782672134031,6.514985473794877,0.418058915676112,"[19.00040054321289, 2.3268001079559326, 44.30849838256836]","[19.699800491333008, 3.999769926071167, 46.019901275634766]"
286,1.377555422040658,6.2388474003265495,0.6972395669070407,"[31.90049934387207, 7.105160236358643, 51.34109878540039]","[32.898799896240234, 8.53695011138916, 52.912200927734375]"
287,1.0606899989485192,5.563758426832755,2.146953739157852,"[3.348210096359253, 12.423700332641602, 20.51849937438965]","[5.3742899894714355, 13.367400169372559, 21.597999572753906]"
288,1.0591991817579074,5.679368262896365,1.2970846984084747,"[14.701700210571289, 28.67620086669922, 33.44340133666992]","[16.33810043334961, 29.93779945373535, 34.71950149536133]"
289,0.9823848933953753,5.292110522688363,2.0109916785463584,"[6.6221699714660645, 12.527299880981445, 21.06060028076172]","[8.48274040222168, 13.452500343322754, 22.097700119018555]"
290,1.1646904384607348,5.809950318431524,0.7593368929503631,"[21.100400924682617, 3.1556100845336914, 46.9723014831543]","[22.094600677490234, 4.46491003036499, 48.654300689697266]"
291,1.0851887181757065,5.542722993991268,2.031024847712747,"[52.948699951171875, 14.235400199890137, 47.14440155029297]","[54.938899993896484, 15.215299606323242, 48.250999450683594]"
292,1.310676360342526,6.001109598929323,1.2453162306173053,"[7.503890037536621, 14.46679973602295, 43.55860137939453]","[8.897150039672852, 15.585599899291992, 44.897499084472656]"
293,1.0942141085696497,5.473309210846894,1.164731684921837,"[35.2307014465332, 6.650360107421875, 51.74420166015625]","[36.598899841308594, 7.825049877166748, 53.173301696777344]"
294,0.7313135490296299,5.077494450896804,0.7383649391032236,"[8.016280174255371, 5.665860176086426, 25.397600173950195]","[9.1899995803833, 7.25547981262207, 26.848600387573242]"
295,1.1429186386882773,5.496827929666819,1.0169971272063985,"[53.902000427246094, 29.4197998046875, 54.13629913330078]","[55.278099060058594, 30.772899627685547, 55.303001403808594]"
296,1.059463730980331,5.590405581555574,2.0960719525968035,"[5.810530185699463, 13.359000205993652, 48.196800231933594]","[7.762810230255127, 14.290399551391602, 49.21730041503906]"
297,1.1059120510075322,5.433919117585165,1.2109161064952636,"[29.112899780273438, 8.11797046661377, 48.17409896850586]","[30.497400283813477, 9.261320114135742, 49.43989944458008]"
298,1.0987169889232775,5.459453529813711,1.012997704952022,"[26.922399520874023, 8.499070167541504, 52.76340103149414]","[28.199100494384766, 9.759389877319336, 54.06039810180664]"
299,1.0404576243337902,5.429587221272102,0.5935577179570489,"[16.904199600219727, 10.877900123596191, 39.737300872802734]","[17.799699783325195, 12.38659954071045, 41.2047004699707]"
300,1.0119407780489245,5.1907137984610445,1.3062537279664328,"[14.401900291442871, 18.136499404907227, 60.049800872802734]","[15.855500221252441, 19.249300003051758, 61.34370040893555]"
301,1.0702770011621783,5.4712641115593525,0.6613124663364643,"[19.300399780273438, 5.797269821166992, 50.299400329589844]","[20.28689956665039, 7.289000034332275, 51.76100158691406]"
302,1.0276702480253497,5.279072339824786,1.6209463555084103,"[6.806640148162842, 11.021499633789062, 26.691699981689453]","[8.479619979858398, 12.053600311279297, 27.82069969177246]"
303,1.0517665206933657,5.2906552517509535,1.2223881454253058,"[14.51710033416748, 30.473499298095703, 57.26499938964844]","[15.897299766540527, 31.60260009765625, 58.53419876098633]"
304,1.053027062769127,5.38773931444045,1.1895975356006974,"[51.70100021362305, 16.649999618530273, 44.5359992980957]","[53.153499603271484, 17.871000289916992, 45.833900451660156]"
305,1.1942907001073702,5.649796678933004,0.8389526437693623,"[57.4015998840332, 16.368799209594727, 53.43069839477539]","[58.49869918823242, 17.67650032043457, 54.76129913330078]"
306,1.1089965421694832,5.427828108762301,0.7020314007354376,"[10.200699806213379, 17.598400115966797, 60.846900939941406]","[11.195899963378906, 19.016000747680664, 62.22439956665039]"
307,1.0291752634905318,5.236442821533649,1.4303806884752004,"[34.2056999206543, 23.36050033569336, 20.43440055847168]","[35.672698974609375, 24.38610076904297, 21.723800659179688]"
308,0.8819383796979375,4.879784570867703,1.3537732133546885,"[21.70159912109375, 8.68712043762207, 45.52349853515625]","[23.078399658203125, 9.704130172729492, 46.78900146484375]"
309,1.0238559419300137,5.458654095391733,0.4819641083410316,"[41.10029983520508, 10.273699760437012, 48.800498962402344]","[41.89390182495117, 11.920299530029297, 50.21649932861328]"
310,0.8787531236671452,5.289458841181764,0.4080682068611017,"[1.3139100074768066, 0.4066849946975708, 49.12329864501953]","[1.9997400045394897, 2.08735990524292, 50.61840057373047]"
311,1.0747611171291678,5.255292040858882,0.9153262935484952,"[37.30160140991211, 25.37809944152832, 22.58799934387207]","[38.395599365234375, 26.573299407958984, 23.928600311279297]"
312,1.1560160919077798,5.505238306784343,0.9391966712869276,"[22.30120086669922, 2.2164199352264404, 32.18230056762695]","[23.39699935913086, 3.38316011428833, 33.614200592041016]"
313,1.0629015036831768,5.334093967008509,1.6312258028687485,"[29.3085994720459, 1.4270000457763672, 36.9379997253418]","[30.877300262451172, 2.388669967651367, 38.13610076904297]"
314,0.7857601363725616,4.713657335410689,2.377131812624925,"[8.929900169372559, 2.665950059890747, 45.656898498535156]","[10.861700057983398, 3.478610038757324, 46.641998291015625]"
315,1.032058748486928,5.800030251239522,0.3572435737747679,"[9.600509643554688, 0.7410789728164673, 28.99209976196289]","[10.199700355529785, 2.418339967727661, 30.627199172973633]"
316,0.9265302686008547,6.0958369996957416,2.2617900846200003,"[27.10580062866211, 0.034204501658678055, 34.5635986328125]","[28.843299865722656, 0.8024010062217712, 36.26559829711914]"
317,0.9615151975107608,5.08085102796377,1.59862426158562,"[1.327720046043396, 4.850249767303467, 25.476699829101562]","[2.894659996032715, 5.830430030822754, 26.641199111938477]"
318,0.9400036576986956,4.9766913339298124,1.2645974234535062,"[3.702209949493408, 6.689280033111572, 25.417499542236328]","[5.065989971160889, 7.767710208892822, 26.746200561523438]"
319,0.8011357307928437,4.564383218189806,1.9694825190776377,"[7.364059925079346, 11.190500259399414, 57.86140060424805]","[9.175589561462402, 12.110300064086914, 58.8916015625]"
320,1.0262881845001843,5.32517881322338,0.6542809529627367,"[36.10089874267578, 1.7617299556732178, 41.288299560546875]","[36.89889907836914, 2.9813899993896484, 42.9099006652832]"
321,0.9810685627245007,5.232067797562826,2.1191384867689327,"[43.4275016784668, 9.817500114440918, 24.921100616455078]","[45.28089904785156, 10.692099571228027, 25.96030044555664]"
322,1.0675329366991255,5.213562306817353,0.951202551017661,"[44.10309982299805, 7.685060024261475, 47.10070037841797]","[45.19820022583008, 8.836339950561523, 48.49440002441406]"
323,0.9645412519992884,5.021078560794826,1.138366645471231,"[14.019700050354004, 0.3873409926891327, 41.901100158691406]","[15.297800064086914, 1.5100899934768677, 43.28839874267578]"
324,0.9274702584910284,4.931547403544159,0.6427462369239157,"[38.800498962402344, 4.532169818878174, 50.422401428222656]","[39.69309997558594, 5.920899868011475, 51.77259826660156]"
325,1.0564322342385482,5.274473170656145,0.744001534113504,"[34.902400970458984, 0.5746899843215942, 44.72949981689453]","[35.799198150634766, 1.780060052871704, 46.25120162963867]"
326,0.9110397946674282,5.292628445214221,0.3752998178756744,"[44.600799560546875, 5.984439849853516, 49.22460174560547]","[45.19969940185547, 7.580230236053467, 50.755699157714844]"
327,0.9037578130350898,4.880943693541165,0.6340692684575097,"[42.2047004699707, 25.687999725341797, 21.95330047607422]","[43.0994987487793, 27.099199295043945, 23.322799682617188]"
328,0.8846751254077445,4.76736254440796,1.42700290695951,"[17.119699478149414, 4.614220142364502, 46.69329833984375]","[18.496999740600586, 5.579390048980713, 47.942901611328125]"
329,0.5767736951725815,4.134051046523961,1.7069989969731667,"[53.54890060424805, 27.864299774169922, 22.2987003326416]","[55.38290023803711, 28.93869972229004, 23.322099685668945]"
330,0.8062545523106518,4.619768300575749,1.9509052561682347,"[51.238399505615234, 21.289899826049805, 23.592100143432617]","[52.98680114746094, 22.186100006103516, 24.640899658203125]"
331,0.8766013908600854,4.726349051853088,0.9287171896973929,"[5.100900173187256, 8.458970069885254, 58.333099365234375]","[6.181620121002197, 9.622639656066895, 59.694400787353516]"
332,0.8124477421980592,4.682036468020709,2.0030926134495366,"[14.813799858093262, 14.348299980163574, 38.89619827270508]","[16.5625, 15.22130012512207, 39.88959884643555]"
333,0.7768906455483657,4.479913920493726,1.9169217297696801,"[46.04100036621094, 28.793800354003906, 22.441999435424805]","[47.86149978637695, 29.743499755859375, 23.45039939880371]"
334,0.9633512808223776,5.099712767650884,0.5772500513833149,"[27.702999114990234, 1.5382100343704224, 49.41590118408203]","[28.499500274658203, 2.918030023574829, 50.862098693847656]"
335,0.8745782647005791,4.655539478926633,0.6665424866340576,"[45.002601623535156, 30.454999923706055, 20.16119956970215]","[45.89670181274414, 31.79640007019043, 21.419700622558594]"
336,0.8422847351638711,4.4836763734435285,1.0861320968901782,"[19.302799224853516, 9.249170303344727, 51.88529968261719]","[20.393199920654297, 10.253100395202637, 53.06209945678711]"
337,0.8801618359531462,4.704418086523422,0.6163594911769997,"[57.20069885253906, 26.87779998779297, 41.583099365234375]","[57.99789810180664, 28.171199798583984, 42.92070007324219]"
338,0.6751148343474634,4.149302953160539,1.8162613888660037,"[21.749000549316406, 24.19930076599121, 36.27579879760742]","[23.388900756835938, 25.10219955444336, 37.22760009765625]"
339,0.744880030302961,4.258059949240209,1.0721516720781081,"[20.5393009185791, 8.644280433654785, 45.441001892089844]","[21.69849967956543, 9.725469589233398, 46.709800720214844]"
340,0.8675216641131881,4.858639084314327,0.4461077057124077,"[17.800500869750977, 8.1737699508667, 51.09809875488281]","[18.496299743652344, 9.733480453491211, 52.43730163574219]"
341,0.6504931647259471,4.2107097070658615,2.4239510982609165,"[28.468000411987305, 0.010374600067734718, 39.673099517822266]","[30.084199905395508, 0.677137017250061, 41.29280090332031]"
342,0.7629217359927996,4.26744537144508,1.0063645744356113,"[14.506400108337402, 12.782600402832031, 23.594100952148438]","[15.597399711608887, 13.866700172424316, 24.772300720214844]"
343,0.5173961068082814,3.840159590214515,0.5712795707237105,"[36.005401611328125, 29.84000015258789, 19.83449935913086]","[36.89339828491211, 31.394399642944336, 20.652799606323242]"
344,0.7603911422997012,4.476848067419459,0.4780234525731902,"[2.3004300594329834, 13.411299705505371, 56.6068000793457]","[2.9960498809814453, 14.866499900817871, 57.97100067138672]"
345,0.7667872432113655,4.309222565218532,0.7184271743191951,"[5.001049995422363, 27.195899963378906, 55.32529830932617]","[5.976530075073242, 28.553699493408203, 56.46950149536133]"
346,0.8810977008183647,4.586078875077179,0.9295235901945341,"[32.904598236083984, 1.2181099653244019, 39.259700775146484]","[33.897701263427734, 2.2865099906921387, 40.56880187988281]"
347,0.6528555703762318,3.9741737352866946,1.7970593778720807,"[6.441450119018555, 3.385770082473755, 44.09090042114258]","[7.98498010635376, 4.24468994140625, 45.03810119628906]"
348,0.7586234812993262,4.613647241264284,0.4236326449020213,"[0.00047150300815701485, 5.601240158081055, 43.6526985168457]","[0.598878026008606, 7.013800144195557, 45.17129898071289]"
349,0.8372488917770287,4.554107581947362,0.9658591561910485,"[37.50740051269531, 23.665000915527344, 21.34320068359375]","[38.49470138549805, 24.68720054626465, 22.73979949951172]"
350,0.815762063235419,4.808928716982824,0.4515535665116182,"[38.10070037841797, 0.8590899705886841, 40.175201416015625]","[38.699501037597656, 2.1851799488067627, 41.73820114135742]"
351,0.7761278291245833,4.352179943470034,0.7563027459656814,"[1.7224400043487549, 10.541799545288086, 55.347599029541016]","[2.699130058288574, 11.833200454711914, 56.55849838256836]"
352,0.7868817498468765,4.312503289357982,0.7652573698815289,"[6.807839870452881, 2.6350901126861572, 32.84749984741211]","[7.698760032653809, 3.799299955368042, 34.15290069580078]"
353,0.7246213181988591,4.280193585801089,0.5579807337897873,"[3.009550094604492, 14.474100112915039, 60.89550018310547]","[3.799259901046753, 15.889399528503418, 62.1859016418457]"
354,0.7519939977556134,4.133630966033162,1.3339974756521877,"[7.524050235748291, 0.4186280071735382, 43.39350128173828]","[8.79030990600586, 1.3678499460220337, 44.58470153808594]"
355,0.8172885661908487,4.581275811578041,0.5529273729774238,"[10.201199531555176, 0.785552978515625, 45.62160110473633]","[10.898599624633789, 2.046839952468872, 47.1515007019043]"
356,0.7114892291535353,4.1726583395450785,0.652281757675629,"[53.50429916381836, 25.30419921875, 50.59519958496094]","[54.29930114746094, 26.523000717163086, 51.775001525878906]"
357,0.7880419427015775,4.34518115437797,0.8000461262507146,"[7.7021098136901855, 30.778600692749023, 26.482799530029297]","[8.593680381774902, 31.89299964904785, 27.848899841308594]"
358,0.8279099370979381,4.633030568394866,0.556483380968519,"[8.400569915771484, 3.967139959335327, 51.63249969482422]","[9.098600387573242, 5.221499919891357, 53.12099838256836]"
359,0.6214199636611757,4.275162522999346,0.7901900653112509,"[3.800990104675293, 0.005562200210988522, 38.62269973754883]","[4.672410011291504, 1.1083600521087646, 40.179298400878906]"
360,0.7742712943285289,4.624586866607245,0.4579772139547833,"[1.200569987297058, 6.335100173950195, 38.97119903564453]","[1.799049973487854, 7.641890048980713, 40.52939987182617]"
361,0.7111907686735981,4.400544164494554,0.4152752390791809,"[13.701499938964844, 5.281869888305664, 52.79280090332031]","[14.299500465393066, 6.721879959106445, 54.11280059814453]"
362,0.7836782131151139,4.271048567250078,1.329555106899426,"[39.110801696777344, 10.825400352478027, 40.96329879760742]","[40.390098571777344, 11.787599563598633, 42.01969909667969]"
363,0.8716967748275459,4.761894728684227,0.6248226099464372,"[0.06649789959192276, 19.45159912109375, 57.94430160522461]","[0.8950759768486023, 20.777700424194336, 59.404701232910156]"
364,0.7058078967153465,4.0854539631707505,0.8217112775086838,"[34.20140075683594, 13.290900230407715, 59.80329895019531]","[35.17940139770508, 14.481100082397461, 61.09130096435547]"
365,0.6709528174703815,3.79763248876123,1.1831957547744651,"[41.91419982910156, 10.090800285339355, 55.687400817871094]","[43.07160186767578, 11.069000244140625, 56.821998596191406]"
366,0.7073290178623522,4.3421130890284365,0.41582998816854055,"[7.100560188293457, 8.181989669799805, 46.90950012207031]","[7.697850227355957, 9.618370056152344, 48.28450012207031]"
367,0.7217202872429089,4.083509157376939,1.0152830967939932,"[35.01839828491211, 1.799489974975586, 41.40530014038086]","[36.0974006652832, 2.8622500896453857, 42.67940139770508]"
368,0.6829780772354969,3.9756296963099906,1.3084250778668256,"[13.743599891662598, 1.0796200037002563, 43.44029998779297]","[14.996600151062012, 2.037260055541992, 44.57680130004883]"
369,0.7060125484200065,4.047510954938311,0.7961895168888478,"[54.71189880371094, 6.6421098709106445, 31.314699172973633]","[55.5984001159668, 7.755539894104004, 32.59700012207031]"
370,0.7027886526845837,4.159368949511934,0.5326499994524568,"[16.000499725341797, 10.243200302124023, 55.862098693847656]","[16.696300506591797, 11.549500465393066, 57.17150115966797]"
371,0.813124512551388,4.646342280564769,2.2165654859672537,"[8.144410133361816, 0.04036179929971695, 44.7130012512207]","[9.694299697875977, 0.7395920157432556, 46.105499267578125]"
372,0.7412519644192924,4.36460036991428,0.6223051282313726,"[25.501100540161133, 30.764699935913086, 43.63650131225586]","[26.1968994140625, 31.88279914855957, 45.138999938964844]"
373,0.619880108167298,3.722995414069875,1.5675040788796823,"[31.326499938964844, 8.539779663085938, 50.065799713134766]","[32.68069839477539, 9.40369987487793, 51.07600021362305]"
374,0.6784139899484509,4.086870755323568,0.5934879883784535,"[38.005001068115234, 4.155590057373047, 40.874900817871094]","[38.69929885864258, 5.3254499435424805, 42.262901306152344]"
375,0.6522830657700872,3.800811868822783,0.9902807089024105,"[40.62049865722656, 2.0817599296569824, 41.71879959106445]","[41.59749984741211, 3.068350076675415, 42.99300003051758]"
376,0.6501563785938923,3.9837248097984364,0.49798191477243875,"[55.106998443603516, 9.884889602661133, 46.16859817504883]","[55.79909896850586, 11.274700164794922, 47.4182014465332]"
377,0.6497625838977198,4.076223249823077,0.44766471836762667,"[14.300600051879883, 7.580289840698242, 55.93349838256836]","[14.898599624633789, 8.916110038757324, 57.262001037597656]"
378,0.6436641580617519,4.280066613723431,0.3619094520866303,"[28.100500106811523, 16.373300552368164, 60.48310089111328]","[28.59950065612793, 17.752099990844727, 61.890499114990234]"
379,0.8737564447504899,4.342826904283689,0.831852544654707,"[0.05171870067715645, 15.933600425720215, 55.57740020751953]","[0.8855680227279663, 16.93600082397461, 57.444400787353516]"
380,0.628560488216567,4.244018407632025,0.34581747515276107,"[5.401010036468506, 28.782699584960938, 55.388301849365234]","[5.8996100425720215, 30.22450065612793, 56.81610107421875]"
381,0.633405856864661,3.757352703894381,1.450968467933151,"[5.518509864807129, 1.054319977760315, 44.16680145263672]","[6.7847700119018555, 1.9270199537277222, 45.20949935913086]"
382,0.5922887840181925,3.696969691750312,0.7137291653868627,"[44.602699279785156, 21.59309959411621, 56.79140090942383]","[45.555599212646484, 22.928199768066406, 57.71179962158203]"
383,0.5576772250179568,3.895369007188564,0.533540907098493,"[45.203399658203125, 7.596489906311035, 46.612098693847656]","[45.79890060424805, 8.71261978149414, 48.27280044555664]"
384,0.7052426786778503,3.982457126360217,0.7137759062080559,"[49.50310134887695, 5.4255499839782715, 32.23870086669922]","[50.29679870605469, 6.537519931793213, 33.54859924316406]"
385,0.6392360169981113,3.9921125398927053,0.46812914031073827,"[51.10210037231445, 16.575199127197266, 44.546199798583984]","[51.69919967651367, 17.85070037841797, 45.91529846191406]"
386,0.5735925605466399,3.50801968428985,0.9972631741501253,"[8.552260398864746, 0.891323983669281, 45.78960037231445]","[9.596929550170898, 1.9388600587844849, 46.84349822998047]"
387,0.6012006972050861,3.5843276855651287,1.0009745380996964,"[24.22130012512207, 0.373539000749588, 34.399200439453125]","[25.19610023498535, 1.347390055656433, 35.605899810791016]"
388,0.5602570781826259,3.906988664389278,0.3741071646492476,"[33.50239944458008, 16.606399536132812, 62.104698181152344]","[33.9994010925293, 17.934900283813477, 63.52130126953125]"
389,0.5758661463734942,3.7414129610324434,0.5489072767761591,"[28.700599670410156, 24.12350082397461, 58.279701232910156]","[29.390300750732422, 25.3799991607666, 59.487098693847656]"
390,0.5955342491045681,3.8259442313395606,0.44481506057378495,"[4.603479862213135, 11.709699630737305, 49.0635986328125]","[5.199309825897217, 13.049200057983398, 50.3224983215332]"
391,0.5582031032257668,3.722291149753946,0.4120506869183955,"[40.307899475097656, 5.027560234069824, 36.207000732421875]","[40.899200439453125, 6.46258020401001, 37.41559982299805]"
392,0.5439496502877932,3.5167534774003366,0.5045229502836717,"[25.111400604248047, 3.2220299243927, 46.80390167236328]","[25.798999786376953, 4.58489990234375, 47.893798828125]"
393,0.5489089583150065,3.843174496241138,0.40058256456506,"[43.70220184326172, 1.8782199621200562, 37.22079849243164]","[44.199501037597656, 3.119659900665283, 38.70869827270508]"
394,0.48926680223648106,3.2727125945988598,0.6573251782852692,"[47.31129837036133, 26.87380027770996, 22.238100051879883]","[48.0968017578125, 28.06879997253418, 23.364200592041016]"
395,0.5645086976560053,3.5216909775621312,0.6192926686839331,"[1.6012200117111206, 12.879799842834473, 24.787900924682617]","[2.38604998588562, 14.147100448608398, 25.869400024414062]"
396,0.5413360700714037,3.4332645960295367,0.6935319731583363,"[21.34040069580078, 21.710500717163086, 60.5619010925293]","[22.198299407958984, 22.947500228881836, 61.59450149536133]"
397,0.6408310624008544,3.811792465111577,0.614706053631698,"[56.303001403808594, 9.627730369567871, 26.928199768066406]","[56.99760055541992, 10.757699966430664, 28.223800659179688]"
398,0.5461572537371311,3.5690964706787796,0.4253929378908583,"[40.70130157470703, 16.21809959411621, 58.88800048828125]","[41.29629898071289, 17.61680030822754, 60.0265007019043]"
399,0.6142172716283067,3.6439200936123255,1.463262300215899,"[7.428339958190918, 14.514699935913086, 47.723899841308594]","[8.689379692077637, 15.376500129699707, 48.671600341796875]"
400,0.5477518093603955,3.3440148962853953,1.0677060417293842,"[13.307100296020508, 9.248419761657715, 43.844600677490234]","[14.36240005493164, 10.236800193786621, 44.90480041503906]"
401,0.5822671530183243,3.472300355404802,1.1923445588941666,"[46.30870056152344, 7.820839881896973, 26.988800048828125]","[47.374000549316406, 8.714289665222168, 28.04949951171875]"
402,0.7087305714803814,3.356332158959314,1.0193157282619782,"[0.802187979221344, 0.012658500112593174, 44.333900451660156]","[1.75764000415802, 0.9500049948692322, 45.511199951171875]"
403,0.5281421978866612,3.3871172079713703,0.6689858630072164,"[47.801700592041016, 4.722449779510498, 31.986799240112305]","[48.492000579833984, 5.754310131072998, 33.30099868774414]"
404,0.5031438367385062,3.602315295391724,0.3437188875714018,"[40.40079879760742, 27.931800842285156, 19.91189956665039]","[40.897300720214844, 29.376300811767578, 21.135900497436523]"
405,0.730438558085897,4.113380122227984,0.37093666938534187,"[0.06102550029754639, 4.30640983581543, 54.808799743652344]","[0.5971180200576782, 5.751649856567383, 56.35219955444336]"
406,0.5054146457767877,3.2036158188958104,1.4134553803607788,"[35.0364990234375, 8.36398983001709, 41.500301361083984]","[36.187801361083984, 9.178520202636719, 42.470298767089844]"
407,0.5232970067236165,3.4737586160706204,0.4799322577962066,"[13.30459976196289, 28.706100463867188, 33.28139877319336]","[13.898900032043457, 29.944400787353516, 34.50170135498047]"
408,0.5251233896460326,3.294158188218161,1.3551431106447422,"[21.612499237060547, 0.5381979942321777, 41.469398498535156]","[22.68400001525879, 1.3288899660110474, 42.52000045776367]"
409,0.47985333495869187,3.1138349396867513,1.0817615886792293,"[40.80820083618164, 28.743200302124023, 28.900299072265625]","[41.78860092163086, 29.649499893188477, 29.83609962463379]"
410,0.5151349415744841,3.23614637974072,0.8389611164755613,"[38.10530090332031, 7.639790058135986, 51.2067985534668]","[38.89619827270508, 8.582500457763672, 52.35260009765625]"
411,0.4765455949213248,3.1232473645896968,0.6716234292832599,"[7.4314799308776855, 14.77910041809082, 59.51150131225586]","[8.197600364685059, 15.9197998046875, 60.55080032348633]"
412,0.5178730738883021,3.3850876255572926,0.5079339897261667,"[13.201899528503418, 25.441099166870117, 28.697900772094727]","[13.797300338745117, 26.613300323486328, 29.916799545288086]"
413,0.46393032780774845,3.0227381045885346,1.027327813253684,"[14.022100448608398, 7.668449878692627, 31.320499420166016]","[14.896100044250488, 8.519200325012207, 32.47060012817383]"
414,0.4548143736088712,3.8902432347801548,0.835096727839696,"[5.908989906311035, 0.055886998772621155, 31.34869956970215]","[6.593739986419678, 0.8758519887924194, 33.05609893798828]"
415,0.46794034202952445,3.075298652300405,1.2053060414654408,"[50.60449981689453, 29.44770050048828, 44.089599609375]","[51.65890121459961, 30.322500228881836, 45.12229919433594]"
416,0.5578733211179601,3.5517475334965254,0.5684279421681426,"[1.5023200511932373, 0.04599380120635033, 31.005800247192383]","[2.098900079727173, 1.09552001953125, 32.355499267578125]"
417,0.555925226704157,2.7681490342639568,0.8877988377949558,"[58.24409866333008, 30.916099548339844, 21.136699676513672]","[59.09469985961914, 31.87420082092285, 22.194799423217773]"
418,0.46351104260145803,3.0860985149364155,0.6735103905320712,"[51.902198791503906, 18.377199172973633, 55.00910186767578]","[52.673301696777344, 19.5221004486084, 56.010799407958984]"
419,0.44528047436065127,2.961042690355793,1.254608005969341,"[3.332429885864258, 0.014878800138831139, 36.527400970458984]","[4.2901201248168945, 0.7782170176506042, 37.670501708984375]"
420,0.515650192086224,3.178583512833349,1.0993841046111972,"[32.62220001220703, 9.129969596862793, 42.036800384521484]","[33.58980178833008, 10.010100364685059, 43.09809875488281]"
421,0.41613072794289235,2.847785728226327,1.5259561621322282,"[10.838899612426758, 12.20580005645752, 21.16900062561035]","[11.979399681091309, 12.953200340270996, 22.08009910583496]"
422,0.8274083127087721,3.6368205804761256,1.9765993409094624,"[34.125099182128906, 0.03959650173783302, 38.56019973754883]","[35.38750076293945, 0.6782699823379517, 39.76409912109375]"
423,0.436923727787888,2.966029820060935,1.053943160866368,"[8.404239654541016, 2.7842299938201904, 33.027801513671875]","[9.351840019226074, 3.6833300590515137, 34.141998291015625]"
