RegionId,Volume,Surface Area,Aspect Ratio,Min Point,Max Point
72,8.57132442382346,23.675653244472905,2.928817896121154,"[12.615599632263184, 6.68326997756958, 23.659900665283203]","[17.578100204467773, 8.377639770507812, 25.74049949645996]"
73,9.36596359782791,24.082808502004365,1.4456604438403815,"[51.50019836425781, 6.813270092010498, 30.02079963684082]","[54.68130111694336, 9.01371955871582, 33.18370056152344]"
74,8.904914930367298,23.110245404356558,1.6226459495019654,"[2.000200033187866, 14.545599937438965, 57.834999084472656]","[5.562719821929932, 16.741100311279297, 60.08829879760742]"
75,9.00597041432979,22.68484579057401,1.0728916344001362,"[15.81350040435791, 11.787699699401855, 47.18259811401367]","[18.59980010986328, 14.384699821472168, 49.788299560546875]"
76,8.4411492351333,22.366803286037634,1.9639653664732486,"[50.80110168457031, 5.203269958496094, 32.547000885009766]","[54.398399353027344, 7.0349202156066895, 35.021400451660156]"
77,7.4950904201823345,23.716921349861185,1.427900902974259,"[20.900299072265625, 0.00033070199424400926, 45.990501403808594]","[23.999799728393555, 2.1710000038146973, 48.7150993347168]"
78,8.232634660233085,21.456894225835118,1.467658440379229,"[30.90019989013672, 5.913290023803711, 48.370201110839844]","[33.99089813232422, 8.019160270690918, 50.78499984741211]"
79,7.534627379089683,21.12450786753889,2.3397850269811373,"[29.203899383544922, 16.606300354003906, 20.087299346923828]","[33.4828987121582, 18.435100555419922, 22.143699645996094]"
80,8.870073851651945,22.371902933672345,0.9869666818336593,"[30.40089988708496, 19.117700576782227, 19.175500869750977]","[32.89979934692383, 21.649599075317383, 21.613100051879883]"
81,6.846014040311746,21.075687086742256,2.7446777949345478,"[37.906700134277344, 21.36590003967285, 20.98189926147461]","[41.69710159301758, 22.74690055847168, 23.444799423217773]"
82,7.811678293982045,21.792929336243773,0.9361811357661257,"[52.10020065307617, 5.706459999084473, 41.2849006652832]","[54.29840087890625, 8.054510116577148, 44.558998107910156]"
83,8.030065304116187,21.172449822460244,1.1943591893689014,"[45.01789855957031, 13.907699584960938, 45.98189926147461]","[47.799800872802734, 16.236900329589844, 48.47610092163086]"
84,6.776513989067462,21.14526372993904,0.5359462657936952,"[42.90019989013672, 7.1740899085998535, 42.96580123901367]","[44.69449996948242, 10.522000312805176, 45.67259979248047]"
85,7.206830848173754,20.362471003223884,2.493693726158424,"[2.4066100120544434, 3.330130100250244, 47.04130172729492]","[6.56427001953125, 4.997399806976318, 49.00410079956055]"
86,7.744271022898303,20.96603898743818,0.8277011283646432,"[49.40019989013672, 8.795330047607422, 39.54819869995117]","[51.58869934082031, 11.439399719238281, 42.303001403808594]"
87,7.42154210560197,20.498542062566106,2.064706651887624,"[48.31589889526367, 12.514900207519531, 23.30500030517578]","[52.19919967651367, 14.395700454711914, 25.271699905395508]"
88,7.155357065102786,20.350383451252604,2.4659514527190463,"[42.11869812011719, 6.30495023727417, 27.014999389648438]","[46.29209899902344, 7.9973602294921875, 28.982200622558594]"
89,5.848806824812353,19.634941672499203,1.7086492458348548,"[29.207000732421875, 7.1703200340271, 42.1879997253418]","[32.69889831542969, 9.213979721069336, 44.7677001953125]"
90,6.824518724697059,19.652148756372508,1.487868974883125,"[43.205299377441406, 9.504890441894531, 45.73759841918945]","[46.199798583984375, 11.517499923706055, 47.9552001953125]"
91,6.050356400463073,18.520245566073577,2.5517805344504656,"[24.024200439453125, 6.815959930419922, 37.12419891357422]","[28.092300415039062, 8.41018009185791, 38.944698333740234]"
92,7.9403233210687585,20.891113827286485,1.147186128037446,"[28.600200653076172, 4.2253499031066895, 51.789398193359375]","[31.197200775146484, 6.489150047302246, 54.34450149536133]"
93,7.376628394677394,20.256219287562146,1.14153292058672,"[0.5001959800720215, 3.5998098850250244, 39.51219940185547]","[3.096669912338257, 5.874360084533691, 42.06380081176758]"
94,7.215377769057978,19.987749399673984,1.104918827618581,"[24.300199508666992, 8.053709983825684, 57.61629867553711]","[26.96470069885254, 10.465200424194336, 60.137901306152344]"
95,5.435011538426965,19.314782214850453,0.781063227248097,"[50.92369842529297, 16.20199966430664, 55.6775016784668]","[53.49980163574219, 19.500200271606445, 57.689300537109375]"
96,6.419830513646666,18.67764526490703,0.8661964582239048,"[19.51689910888672, 9.281900405883789, 48.4109992980957]","[21.699800491333008, 11.802000045776367, 51.004398345947266]"
97,6.776278352793672,18.972744374806,1.5216379514520542,"[25.620100021362305, 12.802800178527832, 53.09239959716797]","[28.499799728393555, 14.695300102233887, 55.51240158081055]"
98,5.694033037931457,17.445370463694434,2.4131346499832285,"[4.620649814605713, 4.048830032348633, 41.58549880981445]","[8.582799911499023, 5.69074010848999, 43.451698303222656]"
